#%Name: Vermiculite
#%formula: (Mg,Fe2+,Fe3+)3[(Al,Si)4O10](OH)2·4H2O
#%Mineral class: silicate
#%Xtal system: monoclinic
#%Edge: K
#%Sample prep: powder on kapton tape
#%Beamline: ALS 10.3.2, HxV slits = 200x20 um
#%Det:  I0=N2, Fluorescence mode (Canberra Ge solid state 7elts)
#%Ref/notes:  from MRC, CA-USA. scans(.dat) on multiple spots averaged
#%Temp: Room temp (28 degC)
#%Time&date: 4:21 AM 4/21/2010. Sirine C. Fakra
#%============================================================
7.010992089	-1.98219E-06
7.011164267	-6.70212E-06
7.011336445	-1.09673E-05
7.011508623	-1.47922E-05
7.011680801	-1.81912E-05
7.011852979	-2.1179E-05
7.012025157	-2.37699E-05
7.012197335	-2.59785E-05
7.012369513	-2.78192E-05
7.012541691	-2.93065E-05
7.012713869	-3.0455E-05
7.012886047	-3.1279E-05
7.013058225	-3.17932E-05
7.013230403	-3.20119E-05
7.013402581	-3.19496E-05
7.013574759	-3.16209E-05
7.013746937	-3.10402E-05
7.013919115	-3.0222E-05
7.014091293	-2.91808E-05
7.014263471	-2.79311E-05
7.014435649	-2.64874E-05
7.014607827	-2.48641E-05
7.014780005	-2.30757E-05
7.014952183	-2.11368E-05
7.015124361	-1.90617E-05
7.015296539	-1.68651E-05
7.015468717	-1.45613E-05
7.015640895	-1.21649E-05
7.015813073	-9.69033E-06
7.015985251	-7.15209E-06
7.016157429	-4.56467E-06
7.016329607	-1.94256E-06
7.016501785	6.99773E-07
7.016673963	3.34783E-06
7.016846141	5.98713E-06
7.017018319	8.60319E-06
7.017190497	1.11815E-05
7.017362675	1.37076E-05
7.017534853	1.6167E-05
7.017707031	1.85453E-05
7.017879209	2.08278E-05
7.018051387	2.30002E-05
7.018223565	2.5048E-05
7.018395743	2.69566E-05
7.018567921	2.87117E-05
7.018740099	3.02986E-05
7.018912277	3.17029E-05
7.019084455	3.29102E-05
7.019256633	3.3906E-05
7.019428811	3.46756E-05
7.019600989	3.52048E-05
7.019773167	3.5479E-05
7.019945345	3.54836E-05
7.020117523	3.52043E-05
7.020289701	3.46266E-05
