Energy (keV),Normalized Absorption
7.011096918,0.000736214573070636
7.012097324,0.000480880306991437
7.01309773,-0.000220839958023379
7.014098136,0.000401644163920065
7.015098542,-0.000117069418567271
7.016098947,0.000516927746094124
7.017099353,0.000263223095638445
7.018099759,-0.000118540951506632
7.019100165,0.000241130006416921
7.020100571,0.000282938892605136
7.021100977,0.00013258959637927
7.022101382,9.07803225503196e-05
7.023101788,0.000237075290652458
7.024102194,-5.53643672012689e-06
7.0251026,-1.29674217650419e-05
7.026103006,-4.69179803558912e-05
7.027103412,-0.000155949034470754
7.028103818,0.000448312646188225
7.029104223,-0.000437045853434433
7.030104629,-0.00013005690067913
7.031105035,4.00468623081648e-05
7.032105441,-0.000227516476605282
7.033105847,-0.000138594521507452
7.034106253,-4.63261328410105e-05
7.035106658,-0.000449550605940601
7.036107064,4.98373175307713e-05
7.03710747,-0.000625256634728016
7.038107876,-0.00043594804028859
7.039108282,-0.000507541856906017
7.040108688,6.39573806465271e-05
7.041109093,0.000377216079599877
7.042109499,-0.000368862355772921
7.043109905,-0.000399029268546113
7.044110311,0.000116233485482004
7.045110717,-0.000302556469140828
7.046111123,0.000193483738531004
7.047111529,8.3349136844751e-05
7.048111934,-0.00072920035602714
7.04911234,-0.00018433432251055
7.050112746,-0.000441700291731216
7.051113152,-0.000240303656427006
7.052113558,-0.000331084194882984
7.053113964,-4.93660218627298e-05
7.054114369,-0.000663855614167302
7.055114775,0.00056888783443688
7.056115181,-5.28067838583196e-05
7.057115587,-0.000233155417282696
7.058115993,0.000385054847149168
7.059116399,-0.000212493541573624
7.060116805,-0.000313631177309735
7.06111721,-0.000129851374022369
7.062117616,-0.000113496277491019
7.063118022,-0.000262358213993447
7.064118428,-8.4233667988119e-05
7.065118834,-0.000272137387691206
7.06611924,-4.71016577450362e-05
7.067119645,-6.55579191032747e-05
7.068120051,6.59708064313697e-05
7.069120457,0.000165659640178515
7.070120863,0.000388682907759273
7.071121269,0.000477694165535622
7.072121675,0.000327194089448452
7.073122081,0.000850082509625517
7.074122486,0.000565107372274819
7.075122892,0.000622599379182007
7.076123298,0.000522234729314151
7.077123704,0.000849265127534221
7.07812411,0.000589783260501041
7.079124516,0.000357414441202732
7.080124921,0.000417672710285577
7.081125327,0.000320616245376187
7.082125733,0.000520955921691045
7.083126139,0.000616556032711035
7.084126545,0.000699481996508393
7.085126951,0.000400839520825866
7.086127356,0.000586399766927153
7.087127762,0.0010788304524828
7.088128168,0.000675755308859072
7.089128574,0.000754749752217518
7.09012898,0.000522955024944525
7.091129386,0.00115437505132659
7.092129792,0.00115866481490262
7.093130197,0.00123188867960819
7.094130603,0.00187262952385218
